,estimated_distance,date,n_dispersion,dispersion_length,chisq,dof,energy,model_field_line_length_idl,TIME,GSM_X,GSM_Y,GSM_Z,MLT,L,STORM_PHASE,BX_GSM,DIST,BETA,datetime_str,KP,SW_P,DST,IMF_BY,IMF_BZ,direction,p_value,region,index,location,direction_et,dispersion_time,model_field_line_length_python,FlLen
11,2.8821247955813436,2016-10-23,2.0,5,13.07846603521742,3.0,27.4718376159668,8.040846554986292,1477213950.0,6.385978361065826,4.1429465462466855,-3.4246509025433944,14.536018864015631,12.851113864243512,2.0,39.69009628295898,8.347545213702457,0.2595089642689484,2016-10-23 09:02:30,2.0,3.2806999683380127,-9.480000114440918,3.7512001514434816,2.0143999576568605,PARA,0.004469954508286134,Dayside,11,south,outward,25.0,,8.041125791285609
12,2.9541279574400328,2016-02-14,1.0,4,3.2077880438708664,2.0,39.79148459434509,7.376767167560102,1455431700.0,5.8390078101977885,-4.497330653618015,-1.8316740717589808,9.094238149128891,10.282924351263652,0.0,35.08948040008545,7.594895348080774,0.07290854472061034,2016-02-14 06:27:30,2.0,2.116888920466105,-2.1500000059604645,2.1876667253673077,-0.9000833556056024,PARA,0.20111185725946457,Dayside,12,south,outward,20.0,,7.382315612270953
13,2.959244227860459,2016-12-18,1.0,4,3.2078660596134885,2.0,39.791444540023804,9.033636027948543,1482088800.0,4.614798004047106,4.480825347848961,1.9645524794951363,14.80084217571395,6.780266641292933,0.0,-45.14695167541504,6.726278632762851,0.22529483018009888,2016-12-18 19:12:30,2.0,2.307500004768372,-16.40000009536743,3.3595001697540283,0.4095000419765711,PARA,0.2011040124670228,Dayside,13,north,earthward,20.0,,9.025666598053451
14,3.0746480787519728,2016-02-28,3.0,4,3.856071818023509,2.0,17.67499089241028,8.100579626760076,1456632900.0,4.594406131870167,-6.083216026393981,-3.388269015718655,7.925767184405255,12.014286150119602,0.0,16.1347336769104,8.3427423992939,0.2465525520510522,2016-02-28 04:07:30,0.0,1.8036666512489317,7.7500001192092896,1.697499990463257,4.757499933242798,PARA,0.1454335629013297,BL,14,south,outward,20.0,,8.178025410250854
15,3.092969921106643,2016-02-05,1.0,4,1.6784368624794208,2.0,14.604384899139403,6.346929546971601,1454660700.0,5.949743496368747,-2.7284714556083234,-0.919449769771259,10.14473436308819,8.447017948497146,0.0,81.67600631713867,6.610495325169114,0.09576033853726278,2016-02-05 08:17:30,2.0,3.0298749208450317,-6.800000071525574,0.8765000551939011,-0.6740000024437904,PARA,0.4320480667771658,Dayside,15,south,outward,20.0,,6.349357185194258
16,3.099763541742428,2016-03-04,3.0,4,1.678251486565612,2.0,14.604384899139403,6.587939801861938,1457067000.0,4.127462528496217,-4.966934222335095,-2.5612856128056483,8.223748266907577,9.473079543928883,0.0,49.99904155731201,6.948083638321409,0.09572027701433554,2016-03-04 04:42:30,1.0,1.027999997138977,-6.549999952316284,1.7132499814033508,2.2727500796318054,PARA,0.43208811428569194,Dayside,16,south,outward,20.0,,6.584648232292693
17,3.10618241126054,2016-10-17,2.0,4,1.678194274640537,2.0,14.604384899139403,7.998778979831346,1476670800.0,-1.4514946841948446,6.925992774440141,-0.8547875385956056,18.888073982272168,7.141517676016576,4.0,-28.598226070404053,7.128422255165488,0.5385942641612276,2016-10-17 02:12:30,2.0,3.0601251125335693,-14.79999995231628,-2.5869999825954437,0.34299997985363023,PARA,0.432100474758893,BL,17,south,outward,20.0,,8.084227210298064
18,3.1115474318687566,2016-03-11,2.0,4,1.67823257060426,2.0,14.604382395744324,6.0467628258624,1457670000.0,3.513101435856637,-4.785030983541429,-2.568732669576992,8.048874297036958,8.723370751031679,4.0,51.30747318267822,6.4689610929497965,0.09192445201386298,2016-03-11 04:12:30,2.0,2.9214999079704285,-15.200000047683716,-2.3707500100135803,-3.075625002384186,PARA,0.43209220098605317,Dayside,18,south,outward,20.0,,6.050893088191265
19,3.1153097176860065,2016-04-19,3.0,4,10.45607987752076,2.0,701.5859251022339,10.307256222256,1461056400.0,-8.34015207266631,-5.381514727043832,-2.404190895068937,2.262876142305757,11.454526115734675,0.0,-30.938042163848877,10.212900166983424,0.4810704019893229,2016-04-19 08:52:30,0.0,0.800000011920929,-8.799999952316284,2.3160001039505005,2.5639999508857727,PARA,0.00536402883051712,BL,19,south,outward,20.0,,9.90500526185726
20,3.1170185647804396,2016-01-21,1.0,5,3.8636415777309194,3.0,15.494295120239258,6.528229601415345,1453370850.0,6.526104278261672,-1.3865669032530539,-0.5824495696437806,11.108812725740918,8.344382166917411,3.0,87.47861175537109,6.698196723126985,0.13208505432320178,2016-01-21 09:57:30,3.0,5.166000080108643,-54.8,-9.061199855804443,10.854932975769042,PARA,0.27656982583925993,Dayside,20,south,outward,25.0,,6.514264985286361
21,3.198802780490424,2016-02-09,1.0,6,12.4771520686322,4.0,105.97722800572713,7.330544343443626,1455002100.0,6.180529032089155,-4.00378197589034,-1.4826264928298938,9.464577088312968,10.026418511013704,0.0,31.437896092732746,7.5129210291286315,0.13960469988523017,2016-02-09 07:02:30,1.0,,8.733333110809326,,,PARA,0.014134289878702244,Dayside,21,south,outward,30.0,,7.306085679284576
22,3.2110527550157086,2016-02-14,2.0,4,7.680030631820679,2.0,26.696256637573242,6.92468339336965,1455432900.0,5.6992966208142635,-4.060647369576824,-1.5923690235178545,9.281806773330253,9.551559852986877,0.0,49.46675205230713,7.177369875208749,0.06454687943407483,2016-02-14 06:47:30,2.0,2.1400001049041752,-4.500000059604645,1.0885417461395264,-2.312500149011612,PARA,0.0214932721535398,Dayside,22,south,outward,20.0,,6.91817630493164
23,3.2569107148135714,2016-10-15,1.0,4,1.29153173240853,2.0,25.21307134628296,8.481726580805494,1476497400.0,-1.4447530870958742,7.423250505255756,-1.0181124309096141,18.846278607749028,7.665964444157926,4.0,-25.76587677001953,7.631191885499118,0.7709586955461438,2016-10-15 02:02:30,2.0,2.027625024318695,-20.500000476837158,-13.958500146865845,-0.1974999886006117,PARA,0.5242608746283564,BL,23,south,outward,20.0,,8.567132701261059
24,3.2572356601428636,2016-05-21,2.0,4,1.2915309016382528,2.0,25.21307134628296,6.955760095688924,1463796300.0,-6.892839141386099,1.4441685198388106,-0.6125370825015981,23.174929483460545,7.767375077850053,0.0,-72.6189956665039,7.069701452819721,0.409928105676411,2016-05-21 01:57:30,2.0,3.486500084400177,18.100000381469727,3.392999976873398,-2.5029999017715454,PARA,0.5242610923985778,BL,24,south,outward,20.0,,7.016652224874384
